;;;;;;;;;;;;;t4;t2;;;t6;;;;;;;;;;;;;k2;k1;;;k4;k3;i2;;i1;;;;;;;;;;;;;;;;;;;;;;;;;;;;l4;;;;l3;;;;l2;;;;;;lb1;lb2;lb3;lb4;lb5;lb6;lb7;;;;;;;;;;;;;;v1;;;;;;;t11;t12;y2;t8;t7;t9;t10;
2021-10-08 07:03;2;3;5;5;4;2;2;3;4;2;2;4;1;2;2;1;2;1;1;1;2;3;2;2;3;3;4;5;5;1;1;3;3;2;2;1;1;3;4;3;2;2;1;2;2;1;1;1;3;;;;;;;4;;;;;;2;3;6;6;6;6;6;6;6;6;6;6;6;;;;;;3;2;6;6;6;6;6;2;3;2;3;1;2;;;;;;;1;1;;;3;;;1;3;1;5;4;3;3;2;3
2021-09-21 16:58;1;3;5;4;4;5;5;4;5;5;5;5;4;4;5;5;3;2;5;4;5;5;5;5;5;4;4;3;3;4;4;4;4;4;3;5;5;5;4;5;5;5;2;4;1;5;4;4;1;5;5;4;1;5;5;1;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;1;1;;;3;;;2;5;5;5;5;5;5;5;3
2021-09-21 17:21;1;4;4;4;4;5;5;5;5;5;5;4;3;3;4;3;2;2;4;3;5;4;5;4;4;5;5;4;3;4;4;5;4;5;4;4;4;5;4;5;5;5;3;3;1;4;5;5;1;4;5;4;1;4;5;1;5;5;2;3;5;4;4;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;4;5;4;2
2021-09-15 14:52;1;5;5;3;5;5;5;5;5;5;5;5;5;4;3;5;2;4;4;4;5;3;5;5;5;3;4;4;4;5;2;5;4;5;1;4;5;5;5;5;5;5;5;5;1;5;3;3;1;2;2;1;1;5;4;3;;;;;;4;4;5;6;6;6;6;6;6;6;6;6;6;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;6;4;4;4;4;4
2021-09-23 14:13;1;6;5;5;3;1;2;3;3;3;4;4;2;2;2;4;1;1;3;2;4;4;4;3;4;5;4;2;1;5;3;3;4;3;3;3;3;3;4;4;4;3;2;2;1;4;4;3;2;;;;;;;1;4;3;3;1;1;4;4;4;3;6;4;6;6;6;4;6;4;6;;;;;;4;4;4;4;4;4;4;1;3;1;3;2;2;;;;;;;1;1;;;3;;;2;3;3;6;5;3;3;3;2
2021-09-30 13:17;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;5;4;4;5;5;4;5;5;5;4;4;5;5;5;5;5;3;4;1;5;5;5;1;5;5;5;5;5;5;1;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;2
2021-09-15 13:35;2;4;5;4;4;5;5;5;3;3;3;4;3;3;4;4;5;4;4;4;2;2;2;3;1;4;5;4;5;4;1;4;4;2;4;4;4;4;4;4;5;5;2;3;1;4;4;4;1;3;3;3;3;2;3;1;3;4;1;3;3;4;4;5;5;5;5;5;5;6;5;5;4;5;;;;;;3;2;5;5;3;5;5;1;3;1;1;1;1;;2;;;;1;2;2;;;;;;;4;4;5;5;4;4;4;3
2021-09-21 16:15;1;3;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;5;4;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;1;5;5;5;3;;;;;;;4;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;1
2021-09-15 16:11;1;3;4;3;3;4;4;4;4;3;4;4;3;3;3;4;2;2;3;3;3;3;3;3;3;4;4;3;3;4;3;4;4;4;3;3;3;4;4;4;4;4;2;3;1;5;4;4;1;3;3;3;3;3;3;1;3;3;4;3;3;4;4;4;5;5;4;4;5;4;4;3;4;4;;;;;;4;3;4;4;4;4;4;2;3;2;3;1;1;;2;;;;2;2;2;;;;;;;4;4;3;4;3;4;3;2
2021-09-22 18:56;1;5;4;3;3;4;4;4;4;3;4;4;4;2;2;6;2;1;2;1;4;4;4;3;4;4;4;3;4;2;2;4;4;4;2;3;3;4;3;4;4;4;2;3;1;3;2;3;1;4;4;2;4;3;4;1;4;4;4;4;4;2;3;4;4;4;4;4;4;3;4;4;4;4;;;;;;5;5;5;6;5;6;5;3;3;2;3;1;3;;;;;;;1;1;;;3;;;1;2;2;3;4;3;2;2;4
2021-09-29 17:08;1;5;5;4;5;2;5;2;5;5;5;5;1;5;5;5;3;1;5;5;5;5;5;5;5;6;6;5;3;5;5;5;5;6;6;5;5;5;6;4;5;5;5;5;1;5;4;4;1;1;2;3;5;4;2;1;6;5;5;4;4;4;5;2;2;2;2;3;6;6;4;6;2;2;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;2;2;5;5;3;3;2;4
2021-10-12 15:27;1;4;4;4;4;5;5;5;4;4;4;4;4;5;5;5;3;3;5;4;4;4;4;4;4;4;4;3;3;5;4;4;4;5;5;4;4;5;4;5;5;5;5;4;1;4;4;4;1;5;5;5;3;5;5;1;4;1;1;2;3;4;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;1;2;;;;;;;4;4;4;4;5;5;4;3
2021-09-15 13:29;2;5;4;3;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;4;4;3;3;1;4;4;4;1;3;4;3;1;4;4;1;4;4;4;3;4;4;4;4;4;4;4;4;3;3;3;3;3;4;;;;;;4;3;4;4;4;4;4;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;4;3;3;4;3;2
2021-09-24 08:19;1;6;5;5;5;5;5;5;3;1;5;5;3;3;3;5;3;1;1;3;5;5;5;5;5;3;5;3;3;3;3;5;5;5;2;3;3;4;5;5;6;5;2;2;1;5;5;5;1;5;5;5;1;5;4;1;3;5;1;4;5;1;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;1;2;;;;;;;3;3;5;5;4;2;3;3
2021-09-16 14:07;1;4;5;5;4;5;5;5;5;4;5;5;3;4;4;5;4;2;5;5;4;4;5;4;4;5;5;4;4;5;4;5;4;5;3;4;4;5;5;4;4;5;5;5;1;5;4;4;1;6;6;6;1;6;3;1;5;5;5;3;2;5;5;5;5;5;6;6;5;4;4;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;5;5;4;4;4;4;4
2021-10-04 09:39;1;5;4;4;4;4;4;3;5;3;5;4;4;3;2;3;1;1;4;4;3;3;3;3;3;3;3;3;3;4;2;5;4;5;1;4;3;5;4;5;5;5;4;3;1;5;4;3;1;1;1;1;1;1;1;1;4;3;1;3;1;3;4;6;6;6;6;6;6;6;6;6;6;6;;;;;;6;6;6;6;6;6;5;1;2;1;3;1;2;;;;;;;2;2;;;;;;;3;3;4;4;4;3;3;4
2021-09-22 10:53;1;5;4;3;3;4;4;5;5;5;5;4;1;2;2;6;1;1;3;3;5;5;5;5;5;3;3;2;2;4;4;4;4;4;3;3;3;5;5;5;5;5;5;5;1;5;5;5;2;;;;;;;3;;;;;;5;5;5;5;5;6;6;5;6;5;6;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;1;1;;;3;;;2;4;3;5;4;3;3;3;4
2021-10-13 07:38;1;4;5;5;4;5;5;5;5;5;5;5;4;4;4;5;4;4;4;4;5;5;5;5;5;5;5;4;4;5;5;4;5;5;5;4;4;5;5;5;5;5;4;4;1;5;5;5;1;5;5;5;5;5;5;1;5;5;5;5;5;1;4;4;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;5;5;4;4;4;4
2021-10-12 16:44;1;4;5;5;5;5;5;5;5;5;5;5;4;4;3;4;5;3;3;3;5;5;5;5;5;5;4;4;4;5;5;3;5;5;5;2;3;5;3;4;5;5;5;4;1;5;5;5;1;4;4;3;4;4;5;1;5;5;5;1;2;5;5;4;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;1;1;;;3;;;1;5;5;5;5;5;5;5;3
2021-09-28 18:41;1;3;5;3;2;3;3;2;3;3;4;3;3;6;3;3;1;1;3;2;4;4;4;4;4;3;4;2;1;6;3;4;6;6;6;3;3;4;3;3;6;3;4;3;1;3;6;6;1;2;2;2;3;3;3;1;3;3;3;3;3;2;2;6;6;6;6;6;6;6;6;6;6;6;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;2;2;6;2;2;2;2;3
2021-10-07 09:38;1;6;4;4;3;3;4;4;5;4;5;3;2;3;4;4;2;1;4;3;5;5;5;5;5;4;3;4;4;3;2;2;2;3;2;3;3;4;4;5;4;5;3;3;1;4;4;4;1;4;4;4;4;4;4;1;4;3;2;3;3;4;4;4;4;4;4;4;4;6;4;4;4;4;;;;;;5;5;6;6;6;6;6;1;3;3;3;2;2;;;;;;;1;1;;;3;;;1;3;3;1;4;3;3;2;4
2021-09-24 22:30;1;3;5;5;5;4;4;5;4;4;5;5;5;4;5;5;4;4;5;4;5;4;5;4;5;4;4;4;5;4;3;4;4;5;4;5;4;5;4;5;5;5;5;5;1;5;5;5;1;4;5;4;4;4;5;2;4;5;3;1;2;5;5;5;4;5;5;5;5;4;4;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;4
2021-09-23 17:49;1;6;5;5;4;5;5;5;5;4;5;4;3;4;4;4;2;2;4;3;4;4;4;4;4;4;5;3;4;4;2;5;4;4;6;4;4;5;4;5;5;5;4;4;1;5;4;5;1;3;4;4;3;4;3;1;5;2;2;3;2;5;5;5;5;5;5;5;5;5;5;6;5;5;;;;;;5;4;6;6;6;6;6;1;3;1;3;2;2;;;;;;;1;2;;;;;;;5;5;5;5;4;4;4;2
2021-09-16 08:15;1;4;5;5;4;5;5;5;4;4;4;5;5;5;5;5;4;4;5;4;5;5;5;5;5;5;5;4;4;5;5;4;4;4;4;4;4;5;4;4;5;5;5;4;1;5;5;5;1;4;4;4;4;4;3;1;4;5;5;4;4;3;3;5;5;5;5;4;4;5;5;5;5;5;;;;;;5;5;6;6;6;6;6;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;4;5;5;4;5;2
2021-09-22 05:22;1;5;5;3;4;3;3;3;5;3;4;5;3;1;1;3;2;3;4;4;4;4;4;4;4;4;3;3;5;1;2;4;3;3;3;4;4;4;6;4;6;4;4;6;1;3;2;1;1;3;6;6;4;4;3;1;2;2;2;6;2;4;5;6;3;6;6;3;6;6;3;6;3;3;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;5;4;4;3;5;3;4
2021-09-23 11:41;1;4;5;4;4;4;4;4;5;4;5;5;4;4;3;4;3;2;4;2;5;5;5;6;5;4;4;4;4;2;3;5;4;5;2;5;5;5;5;5;5;5;4;5;1;5;5;3;1;3;3;3;1;5;3;1;5;5;1;2;3;6;6;5;5;5;5;5;6;6;5;6;4;5;;;;;;5;5;6;6;6;5;6;3;2;1;3;2;2;;;;;;;1;1;;;3;;;1;4;3;4;5;4;4;4;2
2021-10-05 11:33;1;5;5;4;5;5;5;5;5;5;5;5;4;5;5;5;4;4;5;4;5;5;5;5;5;4;5;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;4;5;1;5;5;5;1;5;5;5;5;5;5;1;5;5;5;2;5;4;4;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;3
2021-09-22 08:32;1;5;5;5;5;5;5;5;3;4;4;5;4;4;5;5;2;3;4;2;5;4;5;5;5;4;3;3;5;4;3;4;4;4;4;4;4;4;5;5;4;3;5;5;1;4;4;4;1;5;5;5;5;5;5;3;;;;;;3;5;5;5;5;5;4;4;4;4;4;4;4;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;4;4;5;5;5;5;5;1
2021-10-04 19:19;1;6;5;5;5;4;5;4;5;3;5;5;5;4;5;4;4;4;4;4;4;4;5;4;4;5;5;5;5;4;3;4;4;5;3;4;4;5;3;5;5;4;4;4;1;5;3;3;1;4;4;4;2;4;4;1;4;5;4;4;4;4;4;4;4;6;6;6;6;6;4;6;6;4;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;5;6;5;5;4;4;4
2021-09-21 15:53;1;4;5;5;4;5;5;5;4;4;4;4;4;4;4;5;4;3;5;5;5;5;5;5;5;5;3;4;4;5;5;5;4;5;4;5;5;5;3;5;5;5;5;5;1;5;5;5;1;5;5;5;6;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;3
2021-09-15 13:48;1;5;5;3;2;2;3;3;2;2;3;4;4;4;4;3;4;2;4;3;1;2;2;2;2;3;2;2;2;3;4;3;4;3;3;4;3;4;2;4;4;4;2;4;1;4;3;3;1;3;3;2;4;3;3;1;4;5;5;5;5;4;5;2;3;2;3;3;2;2;3;4;3;3;;;;;;5;5;5;5;5;5;5;2;3;1;3;1;3;;;;;;;2;2;;;;;;;3;1;4;3;3;3;3;5
2021-09-17 12:00;1;4;5;5;5;5;5;4;3;3;4;5;5;5;5;5;5;4;5;5;2;2;3;2;3;5;5;5;5;4;4;4;5;4;5;4;3;4;5;5;5;4;5;5;1;5;4;4;1;5;6;5;5;5;5;3;;;;;;5;5;5;5;4;5;5;5;5;3;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;1
2021-10-05 09:42;1;4;4;4;4;4;4;3;5;2;3;4;2;3;4;4;1;1;5;4;5;5;5;4;5;4;2;2;2;4;3;4;4;4;3;4;4;4;3;4;5;5;5;5;1;5;4;4;1;3;3;2;4;3;2;1;5;5;3;4;2;5;5;1;3;4;4;4;1;2;2;2;2;3;4;4;5;3;4;4;4;4;4;4;4;4;1;3;3;3;2;2;;;;;;;1;2;;;;;;;4;4;5;4;4;4;4;3
2021-09-21 16:06;2;4;3;2;4;4;5;5;5;4;5;4;5;5;5;5;5;5;5;5;2;5;5;1;2;5;5;5;5;5;4;5;3;5;3;5;5;5;4;5;5;5;5;2;1;5;2;5;1;2;2;2;2;5;5;1;5;5;5;3;5;5;5;4;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;3;3;3;3;3;3;3;1
2021-10-05 23:28;2;5;5;5;5;5;5;5;5;5;5;5;3;5;3;5;3;3;5;5;5;5;5;5;5;4;4;4;4;5;5;4;4;4;3;4;5;5;5;5;5;5;5;5;1;5;5;5;1;4;4;4;1;2;4;1;5;5;5;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;4
2021-09-22 12:35;2;6;5;3;5;2;3;4;3;2;4;4;3;4;5;4;3;2;5;4;5;5;5;4;4;4;4;5;5;4;4;4;5;4;4;3;4;5;2;2;4;4;2;3;1;5;3;4;1;3;3;3;2;4;4;3;;;;;;6;5;3;4;3;4;3;2;2;5;6;3;4;;;;;;5;5;5;5;5;5;5;1;3;2;3;2;2;;;;;;;2;2;;;;;;;4;4;5;5;4;4;4;4
2021-10-12 14:50;2;5;5;4;4;5;5;4;4;4;5;5;4;4;3;4;3;3;4;3;5;5;5;4;5;5;5;4;5;3;2;4;4;5;3;4;4;5;5;4;4;4;5;4;1;4;4;4;1;5;4;4;4;4;5;1;4;4;5;4;5;4;5;4;4;4;4;4;4;4;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;1;1;;;3;;;1;5;5;5;5;4;5;5;4
2021-10-01 10:43;1;5;5;3;3;4;4;4;5;3;5;3;3;3;2;5;2;1;5;4;2;3;3;2;2;4;4;4;4;3;2;4;3;3;2;4;4;4;3;5;5;4;5;5;1;4;4;4;1;6;6;6;6;6;6;5;;;;;;5;5;3;3;3;3;3;3;2;4;2;2;3;;;;;;6;6;6;6;6;6;6;1;3;3;3;3;3;;;;;;;2;2;;;;;;;4;4;4;4;4;4;4;5
2021-10-05 16:17;1;5;5;4;4;5;5;4;5;4;5;5;4;5;5;5;3;4;5;5;4;4;4;3;4;4;5;4;5;5;5;4;4;5;4;4;4;5;5;5;5;5;5;4;1;5;4;4;1;4;4;3;5;4;5;1;5;5;5;4;5;5;5;4;5;5;4;4;4;4;5;4;4;4;;;;;;6;4;6;6;6;6;6;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;4;5;4;4;4;4
2021-09-15 13:33;2;6;4;3;2;2;2;2;3;2;2;4;2;2;2;3;2;2;5;5;2;3;4;2;3;5;4;3;2;5;4;3;2;2;3;4;3;4;3;4;4;5;5;4;1;5;3;3;1;1;2;2;3;4;1;1;1;1;1;3;1;4;5;2;2;2;2;3;2;1;4;1;1;2;;;;;;5;5;5;5;5;5;5;3;3;3;3;2;2;;;;;;;2;2;;;;;;;3;3;2;2;2;3;2;5
2021-09-24 08:47;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;3
2021-09-27 13:34;1;6;5;5;4;5;5;4;3;3;4;4;3;4;4;4;3;3;5;5;3;4;4;6;5;5;4;4;4;4;4;4;4;4;6;3;3;5;4;4;4;4;5;4;1;4;4;4;3;;;;;;;4;;;;;;5;5;5;5;5;5;5;4;4;4;4;4;4;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;1
2021-09-15 12:37;2;4;4;4;4;5;5;5;5;4;4;5;5;5;5;5;5;4;5;5;2;3;4;4;3;4;4;5;5;4;4;5;5;5;4;4;5;5;4;4;5;4;4;4;1;4;4;4;1;4;4;4;5;5;5;1;4;5;4;4;4;4;4;4;5;5;5;3;4;4;5;6;3;5;;;;;;5;5;6;6;5;6;6;1;3;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;2
2021-09-15 14:44;1;6;4;4;4;3;3;4;3;3;3;4;4;2;3;4;4;4;4;4;3;3;4;3;3;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;5;5;1;4;4;4;1;4;3;5;4;4;4;1;3;3;4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;;;;;;6;4;6;6;6;6;6;1;1;1;3;2;2;;;;;;;2;2;;;;;;;3;4;6;4;4;4;4;2
2021-09-23 15:53;2;5;5;5;5;5;5;5;5;3;5;5;4;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;1
2021-10-11 09:45;2;5;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;3;1;4;4;4;1;3;3;3;3;3;4;1;4;4;4;3;3;4;4;4;4;4;6;6;4;6;4;6;4;4;;;;;;4;4;6;6;6;6;6;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;4;3;4;4;4;5
2021-09-22 18:40;2;6;4;3;4;3;3;4;4;3;4;4;4;3;3;4;3;3;4;3;5;5;4;4;5;4;4;4;5;4;3;3;4;4;3;2;3;4;2;3;4;4;3;3;1;4;4;3;1;3;3;3;3;3;3;1;3;3;3;2;3;3;3;3;4;3;4;3;3;3;4;3;3;3;;;;;;5;4;4;4;4;4;4;1;3;2;3;2;2;;;;;;;2;2;;;;;;;4;4;5;4;4;4;3;4
2021-09-30 09:08;1;3;4;4;4;4;5;5;4;4;4;4;3;3;3;4;3;3;5;5;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;4;4;5;4;4;5;4;5;5;1;4;5;4;1;4;4;4;5;4;4;1;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;6;4;4;4;4;2
2021-09-20 12:14;1;4;5;5;4;5;5;5;5;4;5;5;4;4;4;5;3;2;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;1;5;4;5;6;4;5;1;4;4;5;5;5;4;4;5;5;5;5;4;4;5;4;5;4;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;5;5;5;4;5;4
2021-09-30 13:47;2;5;4;3;4;5;5;5;5;4;5;3;4;5;5;5;4;2;5;5;4;4;5;4;4;5;5;4;5;4;4;5;3;3;3;3;4;4;5;5;5;5;5;4;1;5;5;4;1;4;3;3;4;5;5;1;4;4;4;2;4;3;4;5;5;5;4;4;4;4;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;3;5;5;4;3;4;4;2
2021-10-04 08:04;1;3;4;4;3;3;4;3;3;2;3;3;3;4;4;4;2;2;4;3;3;2;3;2;3;4;3;3;3;4;3;3;2;3;2;3;2;3;2;4;4;3;4;4;1;4;3;3;1;4;4;3;2;2;3;1;4;4;3;3;3;3;4;2;4;4;4;4;2;2;2;3;3;5;;;;;;4;4;4;4;4;4;4;1;3;3;3;1;2;;;;;;;2;2;;;;;;;4;4;6;3;2;3;3;2
2021-09-15 12:01;1;4;4;5;3;3;3;3;4;4;3;4;4;4;5;5;2;2;3;4;3;4;4;2;3;3;3;4;4;4;3;3;4;4;2;3;4;4;3;5;5;4;5;5;1;3;4;4;1;3;3;3;4;4;2;1;2;2;2;2;1;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;5;5;5;5;5;5;5;3;3;3;3;3;3;;;;;;;2;2;;;;;;;4;4;5;4;4;4;3;2
2021-09-22 11:29;1;4;5;5;4;4;4;4;4;4;5;4;4;5;5;5;4;3;5;5;3;4;5;3;3;5;3;5;4;5;5;5;4;5;4;4;5;5;5;5;5;5;5;5;1;5;5;5;1;3;3;3;5;5;4;1;5;5;5;4;5;4;5;4;4;4;5;6;6;6;4;6;6;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;5;4;5;5;4;4
2021-10-06 16:07;1;3;5;4;4;3;4;5;4;4;4;4;3;4;4;4;3;3;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;1;4;4;4;1;4;4;4;4;4;4;1;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;;;;;;4;4;4;4;4;4;4;1;3;3;3;2;2;;;;;;;1;2;;;;;;;5;5;5;4;4;4;4;2
2021-10-05 23:36;2;2;4;4;4;3;4;5;2;2;5;5;5;5;5;2;3;3;5;3;5;5;5;4;4;5;5;2;2;5;4;5;6;5;5;2;2;4;4;5;5;5;1;1;2;3;4;4;3;;;;;;;4;;;;;;1;1;4;5;4;5;4;3;6;4;6;3;4;;;;;;5;5;6;6;6;6;6;1;3;2;3;2;2;;;;;;;2;2;;;;;;;3;5;2;4;4;4;5;1
2021-09-15 16:11;1;4;5;4;4;4;5;5;5;5;4;4;3;3;3;4;2;2;4;4;3;4;4;3;3;4;4;4;4;4;3;4;5;4;3;3;3;5;5;5;5;5;5;5;1;5;5;4;1;4;4;4;5;5;4;1;3;4;4;4;4;5;5;5;5;5;4;5;5;4;4;6;4;5;;;;;;4;4;6;6;6;6;6;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;3;4;5;4;3;4;3
2021-10-13 11:45;1;4;5;4;4;5;5;5;5;4;5;4;3;3;3;4;3;3;4;2;3;3;4;3;3;4;3;3;3;4;5;5;4;5;4;3;3;4;4;4;4;4;4;4;1;5;5;3;1;4;4;4;4;4;4;1;5;5;5;4;4;6;5;4;5;5;5;5;5;4;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;3;5;5;5;3;5;5
2021-10-05 08:58;1;3;4;4;4;4;5;5;5;5;5;5;4;4;5;4;4;3;4;4;3;4;4;3;3;4;4;3;3;5;4;5;5;4;3;5;5;5;5;5;5;5;5;5;1;5;5;5;1;4;4;4;5;4;4;1;5;5;5;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;1;2;;;;;;;2;2;;;;;;;3;4;2;4;4;4;4;3
2021-09-20 21:10;1;4;5;5;5;5;5;3;5;4;5;5;3;4;4;4;3;3;5;5;5;5;5;5;5;5;5;4;4;4;4;5;6;5;5;4;5;5;5;5;5;4;5;5;1;5;5;5;3;;;;;;;4;;;;;;5;5;5;3;5;5;4;3;5;3;6;5;5;5;5;5;6;5;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;1
2021-09-16 17:31;1;5;4;4;4;3;3;3;4;1;4;5;2;2;3;3;1;1;4;4;2;2;6;6;1;5;5;3;1;3;3;3;1;6;1;3;3;4;2;6;6;6;4;3;1;3;2;2;1;1;1;1;6;6;1;1;6;1;1;1;1;4;4;6;6;6;6;6;6;6;6;6;6;6;;;;;;2;2;6;6;6;6;6;3;3;3;3;1;3;;;;;;;2;2;;;;;;;5;3;5;4;3;4;3;3
2021-10-06 15:00;1;4;5;5;5;2;2;3;5;3;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;4;5;4;5;5;5;3;3;4;5;5;5;4;5;5;5;5;4;1;5;5;5;1;2;3;2;2;2;1;1;4;4;3;2;2;5;5;5;4;4;4;4;5;6;3;4;4;3;;;;;;5;5;6;6;6;6;5;3;3;1;3;2;2;;;;;;;2;2;;;;;;;5;4;4;5;5;5;5;3
2021-09-30 08:45;2;5;5;4;4;4;4;4;3;3;4;4;3;4;4;4;4;3;4;4;5;5;4;4;5;5;4;4;4;3;3;4;4;4;4;4;4;4;5;5;5;4;4;5;1;4;5;5;1;4;4;4;4;5;4;1;5;4;5;4;4;4;5;4;5;5;5;4;4;5;4;5;4;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;4;4;4;4;5;5;4;2
