;age;sex;;t3;t1;t8;t2;t13;l1;;;k3;k1;k2;;k4;;;a1;;;;;;;;;;;;;;;;;;;;;;;;;;v2;v1;;;;;;t7;;;;y5
2020-09-10 08:53;5;2;4;4;5;4;4;5;4;4;4;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-04 08:03;5;1;6;5;5;4;3;5;4;4;3;3;2;4;2;4;3;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-10 06:16;2;2;3;3;4;4;5;4;4;5;5;2;2;2;2;4;3;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;3;2;4;2
2020-09-03 18:25;3;1;1;4;4;4;6;4;3;4;4;6;3;4;6;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;6;4;1
2020-09-03 15:41;5;2;6;5;5;5;3;5;4;4;4;4;4;4;4;5;5;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-03 12:50;1;2;1;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 08:19;4;2;3;5;5;5;4;5;4;4;4;4;4;4;4;4;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 16:30;4;1;3;4;5;5;5;5;5;5;5;3;4;4;3;3;4;5;5;;;;;;;;;;;;;;;2;3;1;3;3;2;;;;;;2;2;;;;;;4;3;3;4;2
2020-09-04 14:17;4;2;2;5;5;5;5;5;5;5;5;3;4;4;3;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;4;3;4;4
2020-09-04 08:52;3;2;2;5;5;5;5;5;5;5;5;5;5;3;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 08:14;5;1;6;4;5;5;3;5;5;5;5;4;5;5;4;5;5;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;1;5;3
2020-09-03 19:47;3;2;5;5;5;5;5;3;5;5;5;4;6;5;4;5;5;4;4;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;2;2;;;;;;5;5;5;4;1
2020-09-03 08:36;3;2;2;5;5;5;5;4;3;4;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;1;2;;;;;;5;5;4;5;4
2020-09-09 19:03;4;2;6;5;5;5;4;5;3;4;4;3;3;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;3;1
2020-09-03 14:15;4;1;5;2;2;2;2;1;2;1;2;3;3;2;3;2;3;1;2;;;3;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;2;2;1;1;2
2020-09-09 11:41;3;1;5;5;4;3;2;1;2;2;1;2;2;3;1;2;1;5;4;;;;;;;;;;;;;;;1;3;1;3;1;2;;;;;;2;2;;;;;;3;3;5;4;4
2020-09-10 07:50;1;1;2;5;5;4;5;5;5;5;5;5;3;4;5;5;5;4;3;;;;;;;;;;;;;;;3;3;1;3;3;2;;;;;;2;2;;;;;;4;5;6;5;4
2020-09-04 16:45;5;2;6;4;4;3;4;4;3;4;4;3;4;3;3;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;2;2;;;;;;4;4;6;5;1
2020-09-09 16:04;4;2;6;4;5;5;5;5;3;4;4;4;4;3;3;2;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 09:58;3;2;5;4;4;4;4;4;3;3;4;2;2;2;2;4;3;4;2;1;;3;;;;7;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;4;3;4;4
2020-09-03 13:47;2;2;3;4;5;4;3;5;5;5;5;4;3;3;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-07 15:21;4;2;2;3;4;4;3;4;3;3;3;3;3;3;3;3;3;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-02 14:48;2;2;2;2;2;2;2;1;1;1;1;1;1;5;1;1;1;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;1;1;2;2;2
2020-09-07 09:14;3;2;6;5;3;4;4;3;1;2;1;4;5;4;4;2;2;4;4;;;;;;;;;;;;;;;2;2;1;3;1;2;;;;;;2;2;;;;;;3;2;5;4;2
2020-09-08 08:44;4;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 17:55;2;1;2;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;;;3;4;;;7;;;;;;;;3;3;3;1;3;2;;;;;;2;2;;;;;;3;3;3;3;4
2020-09-09 08:06;4;2;6;4;4;4;3;4;5;4;5;4;4;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;5;1
2020-09-07 14:25;3;2;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;4;3;;;;;;;;;;;;;;;1;3;2;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 17:53;2;2;4;5;5;5;5;4;4;4;4;5;4;4;5;4;4;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-03 18:30;5;2;4;2;2;3;2;4;1;2;2;2;2;3;1;1;1;3;4;;;;;;;;;;;;;;;2;2;1;1;1;2;;;;;;2;2;;;;;;2;3;1;3;3
2020-09-09 15:30;5;2;6;4;4;4;5;4;5;4;4;3;3;4;4;4;5;4;4;;;;;;;;;;;;;;;2;1;1;1;2;2;;;;;;2;2;;;;;;5;5;1;5;2
2020-09-09 13:58;5;2;3;5;5;5;3;5;2;2;2;5;5;5;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;4;1
2020-09-03 18:34;2;2;3;5;5;5;5;3;5;5;5;2;4;4;3;3;2;4;3;;;;;;;;;;;;;;;3;3;1;1;1;1;;2;;;2;2;2;;;;;;5;5;5;5;1
2020-09-03 15:41;4;2;3;4;4;4;4;5;5;5;5;6;3;3;2;3;3;4;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-03 15:15;3;1;2;5;3;3;3;5;2;2;1;3;2;2;2;2;2;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;5;3;3;4
2020-09-09 10:20;4;1;5;4;4;3;3;4;3;4;3;2;2;3;1;2;2;4;3;;;;;;;;;;;;;;;2;3;1;3;3;2;;;;;;2;2;;;;;;4;3;3;3;4
2020-09-04 10:18;4;2;2;3;4;3;4;5;5;5;5;3;3;3;3;4;3;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;1;2;;;;;;4;3;3;3;1
2020-09-05 19:13;4;2;6;4;5;5;5;4;6;6;6;5;5;5;6;6;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-10 08:13;2;2;2;3;3;4;3;4;2;3;2;4;2;3;2;3;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;3;3;2;3;4
2020-09-04 08:44;2;1;3;4;4;4;3;3;3;4;4;3;2;3;3;3;4;3;3;;;;;;;;;;;;;;;2;2;1;2;1;1;;;;4;1;2;2;;;;;;3;3;3;3;4
2020-09-09 16:08;5;2;6;3;3;4;6;4;6;3;3;6;4;5;3;3;6;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;1;4;3
2020-09-09 09:20;3;2;3;4;5;4;4;5;4;4;5;4;4;3;3;4;3;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-04 08:58;5;2;6;5;4;5;3;5;2;4;3;5;5;5;3;2;4;3;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;3;5;5;5;1
2020-09-04 07:28;5;1;6;4;4;4;3;4;4;4;4;3;3;3;3;4;3;4;4;;;;;;;;;;;;;;;3;3;1;3;3;2;;;;;;2;2;;;;;;4;3;6;4;3
2020-09-10 07:45;1;1;2;5;5;5;4;5;4;5;4;4;4;3;6;4;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;6;4;1
2020-09-04 15:03;4;1;4;4;4;4;4;4;3;3;3;3;4;4;3;3;3;4;2;1;;3;4;5;6;;;;;;;;;2;2;1;3;3;3;;;;;;2;2;;;;;;3;3;3;3;4
2020-09-03 12:33;3;2;2;5;5;4;1;2;1;3;3;2;2;1;1;1;3;4;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;4;1;6;2
2020-09-10 08:08;1;2;2;4;4;3;3;4;3;4;5;3;3;3;3;4;3;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;4;1;4;2
2020-09-09 10:41;3;2;2;1;1;1;1;2;1;2;2;1;2;3;1;1;1;3;3;;;;;;;;;;;;;;;2;2;2;2;1;1;1;2;;;2;2;2;;;;;;1;1;3;3;4
2020-09-04 08:25;3;1;2;5;5;5;4;5;4;5;4;4;5;5;5;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 11:37;3;2;2;5;5;5;5;5;4;5;4;5;4;5;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;4;5;1
2020-09-10 07:41;4;1;3;5;4;5;5;4;4;5;4;4;5;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-04 07:38;2;2;3;5;5;4;4;4;4;4;4;4;4;5;4;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;3;5;2
2020-09-07 14:09;4;2;6;5;4;5;4;4;1;3;2;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-09 10:13;2;2;1;4;3;3;1;3;3;2;1;3;2;4;1;1;4;2;5;;;;;;;;;;;;;;;2;2;2;2;1;1;1;;;;2;2;2;;;;;;3;3;2;2;4
2020-09-07 14:31;4;4;6;5;5;4;4;5;5;5;5;4;5;4;4;5;4;5;5;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;2;2;;;;;;5;4;6;4;1
2020-09-09 09:09;3;2;4;4;4;3;4;4;3;3;3;4;4;4;4;3;3;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;4;4;4;2
2020-09-04 08:30;1;1;3;5;5;4;5;5;4;5;4;5;4;4;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;4;6;5;4
2020-09-04 11:17;2;2;3;3;2;2;1;4;1;2;2;3;1;4;1;1;2;3;2;;;3;4;;;7;;;;;;;;1;1;1;3;2;2;;;;;;3;2;;;;;;2;2;1;2;2
2020-09-09 09:06;2;2;3;4;5;4;5;5;5;5;5;5;4;5;5;4;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 16:30;2;2;2;4;4;3;3;3;3;3;3;2;2;3;2;3;3;3;2;;;;;5;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;3;4;4;4
2020-09-04 07:59;2;2;2;4;4;3;2;4;2;3;3;2;2;5;2;5;4;4;5;;;;;;;;;;;;;;;3;1;1;1;2;2;;;;;;2;2;;;;;;3;4;2;4;4
2020-09-04 07:09;3;1;2;5;5;5;5;5;4;3;2;3;4;4;4;4;4;5;3;;;;;;;;;;;;;;;1;3;1;3;2;1;;;3;;1;2;2;;;;;;4;4;4;4;4
2020-09-03 14:27;5;1;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;2;2;;;;;;5;5;6;5;3
2020-09-10 08:10;2;2;4;4;5;4;5;5;4;5;4;4;4;4;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;4;5;4;1
2020-09-10 07:37;2;2;2;4;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;6;4;4
2020-09-04 16:22;4;2;2;1;2;2;2;3;4;4;5;1;3;3;2;2;2;2;2;1;;;;;;;;;;;;;;1;2;1;2;2;2;;;;;;2;2;;;;;;2;2;2;3;1
2020-09-04 18:39;4;2;6;5;5;5;5;4;6;6;6;5;3;4;6;4;5;5;4;;;;;;;;;;;;;;;1;1;3;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 15:38;2;1;3;5;5;4;4;3;4;5;5;4;5;5;5;5;5;5;3;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;4;5;3;5;4
2020-09-03 15:31;2;1;2;5;5;5;2;2;2;3;2;5;4;3;2;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 10:57;4;2;6;5;4;5;4;4;4;4;4;5;5;3;5;4;4;5;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;5;5;1
2020-09-09 16:03;2;2;3;3;4;3;3;4;3;4;4;3;3;2;2;2;2;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;3;6;3;4
2020-09-09 10:34;3;2;6;4;4;4;4;4;4;4;4;3;3;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;2
2020-09-04 11:08;4;2;1;3;4;3;1;4;4;4;4;3;1;6;3;4;6;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;2;3;1;2;4
2020-09-09 17:15;4;2;3;4;5;5;5;4;4;5;5;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;5;3;5;4
2020-09-04 08:25;1;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 07:13;3;2;5;4;4;4;4;5;4;4;5;5;5;5;2;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-03 13:33;4;2;6;3;4;3;2;4;2;2;2;3;3;2;2;3;4;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;2;2;4;4;4
2020-09-07 08:26;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;5;1
2020-09-04 13:39;4;2;6;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;3;;;;;;;;;;;;;;;1;1;1;1;3;3;;;;;;2;2;;;;;;4;4;4;4;4
2020-09-09 22:16;3;2;2;4;4;4;3;5;3;5;4;4;5;4;4;3;4;5;5;;;;;;;;;;;;;;;3;3;1;3;3;2;;;;;;2;2;;;;;;4;4;4;4;4
2020-09-04 14:52;3;2;5;5;5;5;5;5;4;4;4;4;4;3;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-07 08:44;4;2;4;4;4;4;2;4;2;4;4;2;3;3;2;2;2;3;3;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;2;2;;;;;;4;6;6;3;4
2020-09-09 16:13;2;2;3;5;4;4;4;5;5;5;5;4;4;4;3;4;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;4;4;4;1
2020-09-04 14:11;4;2;6;5;5;5;5;5;4;5;5;5;4;4;5;5;5;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-08 10:00;4;1;3;4;4;4;3;3;2;3;3;2;2;2;2;2;2;4;4;;;;;;;;;;;;;;;3;3;1;3;1;1;;2;;;1;2;2;;;;;;4;4;5;4;1
2020-09-08 14:21;3;2;4;5;5;5;4;3;2;3;2;5;3;3;2;2;3;3;3;;;;;;;;;;;;;;;1;3;1;3;3;3;;;;;;3;2;;;;;;4;4;4;4;1
2020-09-07 09:26;2;1;3;4;4;4;4;5;2;3;4;4;3;5;3;3;4;1;2;1;;3;;;;;;;;;;;;3;3;1;3;3;3;;;;;;2;2;;;;;;4;3;5;5;4
2020-09-04 08:03;3;2;5;5;5;5;4;4;2;5;5;4;4;4;3;4;4;5;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-10 07:23;3;1;4;4;4;4;4;3;2;3;3;4;1;2;2;3;2;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;3;4;3;1
2020-09-09 16:00;4;1;3;5;5;5;5;5;5;5;5;5;3;5;3;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-08 15:47;5;2;2;5;5;5;5;5;5;5;5;3;3;3;3;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;1;2;;;;;;5;5;3;4;2
2020-09-09 16:14;3;2;3;5;5;5;3;2;3;4;3;5;5;5;3;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 15:36;2;2;2;4;5;4;5;4;4;5;4;5;5;5;5;4;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;5;4;1
2020-09-02 14:44;3;1;2;4;4;4;4;5;4;5;5;4;4;4;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;6;4;4
2020-09-05 12:19;4;2;2;5;5;5;5;5;3;4;3;4;3;3;4;5;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;5;5;1
2020-09-05 09:12;3;2;4;5;5;5;4;5;5;5;5;5;3;3;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 20:31;2;1;4;5;5;5;4;5;5;5;5;4;4;4;4;4;5;3;3;;;;;;;;;;;;;;;1;1;1;1;3;2;;;;;;2;2;;;;;;4;4;5;5;1
2020-09-10 07:11;4;2;1;2;2;2;2;1;1;1;1;1;1;2;1;1;1;1;1;;2;3;4;5;6;;;;;;;;;2;2;1;2;3;2;;;;;;2;2;;;;;;1;1;6;2;4
2020-09-07 07:55;2;2;2;4;3;3;3;4;3;3;3;3;2;4;2;2;3;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;4
2020-09-04 08:14;4;2;6;4;4;2;2;5;4;5;5;2;2;3;3;3;3;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;2;4;1;4;2
2020-09-04 07:31;2;2;3;5;4;4;4;3;4;5;4;6;4;3;4;4;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-08 15:24;4;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 08:21;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-08 08:06;3;1;1;4;4;4;2;5;3;3;3;5;3;3;4;4;6;5;5;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 07:43;4;2;3;4;4;4;3;5;3;3;3;4;4;3;4;3;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-09 09:47;4;2;5;5;5;5;5;5;5;5;5;4;4;5;5;5;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;4;1
2020-09-10 07:37;4;2;5;4;4;4;4;4;3;3;3;4;3;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-09 16:12;5;2;6;4;4;4;3;4;4;5;5;4;4;3;4;4;4;3;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;1;4;3
2020-09-10 06:44;2;2;3;4;4;3;3;4;4;4;4;3;3;4;4;5;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;3;4;1
2020-09-09 13:20;3;2;3;4;3;5;5;5;3;4;3;3;3;4;3;4;4;5;2;;;;;;;7;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;3;2;2;4
2020-09-09 09:10;3;2;4;5;5;5;4;5;4;3;3;4;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 15:32;4;2;3;4;4;4;3;4;3;3;3;3;2;4;2;3;4;4;4;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-07 14:39;2;1;2;5;5;4;5;4;6;6;6;5;4;4;5;4;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;4;5;1
2020-09-10 06:35;4;1;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 07:31;2;1;2;4;4;4;2;3;2;2;2;3;2;4;3;2;5;5;5;;;;;;;;;;;;;;;1;1;3;3;2;2;;;;;;2;2;;;;;;3;4;3;3;4
2020-09-09 15:49;4;4;6;3;3;2;4;4;4;4;3;3;3;3;3;3;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;6;6;4;4
2020-09-04 08:12;3;2;5;5;4;4;5;4;4;5;4;4;4;5;4;3;4;4;2;1;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;3;4;4
2020-09-09 16:51;1;1;2;4;4;4;4;5;4;4;4;3;3;4;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;1;;2;;;1;2;2;;;;;;5;5;2;5;2
2020-09-06 20:20;1;1;2;1;1;1;1;3;1;1;1;1;1;1;1;1;1;3;2;;;3;;5;;;;;;;;;;3;2;2;3;3;3;;;;;;2;2;;;;;;1;1;1;1;2
2020-09-07 14:45;4;2;2;5;5;5;4;5;3;3;3;4;4;4;4;4;5;4;4;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-08-31 15:32;4;1;3;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-01 08:39;3;2;4;4;4;3;4;3;3;4;4;4;3;3;3;4;3;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-28 08:57;4;1;2;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-02 07:11;4;2;2;4;4;5;5;4;3;4;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;5;1
2020-08-31 09:38;4;2;6;5;4;4;4;4;3;3;2;3;3;3;4;3;3;4;3;;;;;;;;;;;;;;;1;2;1;3;1;1;;2;;;1;2;2;;;;;;4;4;3;3;4
2020-08-31 08:41;4;1;2;3;5;3;4;5;4;5;4;5;4;5;3;4;2;4;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;6;4;4
2020-08-27 09:52;4;2;4;5;5;5;5;5;6;6;6;5;6;6;6;6;6;4;4;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 14:22;4;2;2;4;5;4;4;4;5;5;5;4;4;3;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;3;1;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-08-28 16:22;3;2;2;4;5;5;5;4;3;4;4;4;4;2;3;3;4;4;6;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;6;4;4
2020-08-28 15:37;1;2;2;4;5;4;4;4;2;3;2;5;4;4;3;3;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-08-27 12:59;2;2;1;5;5;5;5;5;2;5;2;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 12:52;2;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;2
2020-08-28 07:38;3;1;3;5;5;5;5;4;4;5;5;5;5;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 10:06;2;2;3;3;4;4;5;5;5;5;5;4;4;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-01 11:10;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-01 09:36;4;1;5;5;5;5;3;5;5;5;5;6;6;4;4;4;5;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 15:01;2;1;2;4;4;4;4;4;2;4;3;3;3;4;2;3;4;2;2;;;3;;;;;;;;;;;;2;2;1;3;2;2;;;;;;2;2;;;;;;4;4;4;5;4
2020-08-31 10:37;3;2;6;2;2;2;2;4;1;1;1;4;4;4;2;1;5;2;2;;;3;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;2;3;5;5;2
2020-08-27 12:00;1;2;2;4;5;3;1;4;3;4;5;1;6;1;4;3;4;5;5;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;4;5;1;5;2
