sex;;age;t3;t1;t8;t2;t13;l1;;;;;;;;;k3;k1;k2;k5;k4;k6;a2;;a1;;;t7;;y5;;;;;;;;;;;;ks1;ks2;ks3;ks4;;;;;v2;v1;;;
Man;Mer än 20 år;36 år eller äldre;5;5;5;5;5;-1;;;;;;;;;5;5;5;5;5;5;;;;3;4;5;5;5;5;5;5;5;5;2;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;4;5;4;4;5;4;;;;;;;;;4;4;4;3;4;5;;;;"1;2";2;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Kvinna;11-15 år;26-35 år;5;5;5;4;3;3;;;;;;;;;4;4;3;4;4;4;;;;"1;2;3";2;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;3;2;3;3;3;2;;;;;;;;;3;3;3;3;3;3;;;;1;1;3;3;2;3;3;2;3;5;4;;;;;;;;;;;;;;;;;;2016
Kvinna;16-20 år;36 år eller äldre;5;5;5;4;4;4;;;;;;;;;5;5;5;5;5;5;;;;"5;6;7;8;1;2";1;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;5;5;5;4;4;1;;;;;;;;;5;3;3;3;3;4;;;;"1;3;2;7";2;5;5;-1;5;5;-1;5;-1;5;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;5;5;5;5;5;5;;;;;;;;;5;5;5;5;5;5;;;;"1;3;6";1;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;26-35 år;5;5;4;4;5;4;;;;;;;;;5;4;5;4;4;5;;;;"1;2;6;8";1;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;3;3;3;3;4;2;;;;;;;;;2;2;3;2;3;2;;;;1;3;4;4;2;4;4;2;4;2;4;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;5;5;5;5;5;5;;;;;;;;;5;5;5;5;5;5;;;;"1;2;3";3;5;5;1;5;5;1;5;1;5;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;26-35 år;4;5;3;4;4;3;;;;;;;;;2;2;4;3;2;2;;;;"1;2";2;3;3;1;5;3;1;5;1;3;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;4;5;4;4;3;3;;;;;;;;;3;4;3;4;4;3;;;;"2;4";2;4;4;4;4;4;4;4;4;5;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;5;5;5;5;3;4;;;;;;;;;5;4;5;4;5;4;;;;"2;1;8";2;4;4;1;4;4;1;4;1;4;;;;;;;;;;;;;;;;;;2016
Kvinna;6-10 år;36 år eller äldre;4;4;4;4;3;3;;;;;;;;;4;4;4;3;3;3;;;;"2;1";2;4;4;1;4;4;1;4;1;4;;;;;;;;;;;;;;;;;;2016
Kvinna;16-20 år;36 år eller äldre;5;5;3;5;4;5;;;;;;;;;5;4;5;5;5;5;;;;"1;2;3;5;6;7;8";1;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;Mer än 20 år;36 år eller äldre;5;5;5;5;5;5;;;;;;;;;5;5;5;5;5;5;;;;"1;3;2";1;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;4;4;4;4;-1;;;;;;;;;-1;4;4;4;-1;-1;;;;"8;3";3;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;5;5;5;4;4;4;;;;;;;;;4;4;3;4;4;4;;;;"3;1;2";4;4;4;5;5;4;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;4;4;4;4;4;4;;;;;;;;;3;4;3;4;4;4;;;;2;1;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;25 år eller yngre;4;3;3;3;3;1;;;;;;;;;1;3;4;2;3;5;;;;"7;8;5;1;2";1;3;3;1;3;3;1;3;2;4;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;36 år eller äldre;4;4;4;4;4;4;;;;;;;;;3;3;4;3;4;4;;;;8;3;4;4;-1;4;4;-1;4;-1;4;;;;;;;;;;;;;;;;;;2016
Kvinna;6-10 år;36 år eller äldre;4;4;3;3;2;2;;;;;;;;;3;2;4;3;2;4;;;;8;4;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;5;5;5;5;4;4;;;;;;;;;5;4;5;4;4;4;;;;9;1;4;4;3;5;4;3;5;5;4;;;;;;;;;;;;;;;;;;2016
Kvinna;Mindre än 1 år;36 år eller äldre;2;2;2;2;4;1;;;;;;;;;2;1;2;2;2;2;;;;"2;1";2;2;2;1;2;2;1;2;1;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;4;5;3;4;5;5;;;;;;;;;4;5;2;5;4;3;;;;9;4;4;4;4;5;4;4;5;4;5;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;3;5;4;5;5;5;;;;;;;;;3;4;4;3;4;3;;;;1;3;4;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;4;4;4;2;5;1;;;;;;;;;1;3;2;1;1;2;;;;"1;2";2;3;3;3;2;3;3;2;1;3;;;;;;;;;;;;;;;;;;2016
Kvinna;1-5 år;36 år eller äldre;5;2;2;2;1;1;;;;;;;;;2;2;3;2;1;3;;;;2;2;3;3;1;1;3;1;1;2;3;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;5;5;5;4;5;4;;;;;;;;;2;4;2;2;2;3;;;;"2;1";2;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;Mer än 20 år;36 år eller äldre;5;5;5;5;5;5;;;;;;;;;5;5;5;5;5;5;;;;"1;2;3";2;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;Mer än 20 år;36 år eller äldre;5;5;5;3;5;5;;;;;;;;;5;5;5;5;5;5;;;;"1;2;3";1;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;25 år eller yngre;5;5;5;5;5;5;;;;;;;;;5;5;5;5;4;5;;;;"2;1;8;5;4";1;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;26-35 år;5;5;5;5;5;5;;;;;;;;;5;4;5;4;5;3;;;;"3;2;7;1;8";2;4;4;5;5;4;5;5;5;4;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;5;5;5;5;5;5;;;;;;;;;5;5;5;5;5;5;;;;9;1;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;4;4;4;4;4;;;;;;;;;5;5;5;4;4;4;;;;"2;1";3;4;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;5;4;4;4;4;4;;;;;;;;;2;3;4;3;4;4;;;;"8;7;2;1";1;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;26-35 år;5;5;5;5;5;5;;;;;;;;;5;4;4;4;4;4;;;;"3;2;1";1;4;4;4;5;4;4;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;4;4;3;3;3;;;;;;;;;2;2;3;3;3;3;;;;"1;7;8";3;3;3;-1;4;3;-1;4;-1;3;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;26-35 år;5;3;2;2;4;1;;;;;;;;;3;1;4;2;3;4;;;;"2;1";1;3;3;1;1;3;1;1;3;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;5;5;5;5;5;5;;;;;;;;;5;5;5;5;5;5;;;;"1;8";2;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;3;4;4;4;5;4;;;;;;;;;3;3;3;3;4;4;;;;"1;5;8";1;3;3;-1;3;3;-1;3;-1;3;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;4;4;4;4;4;4;;;;;;;;;3;4;4;4;4;4;;;;"8;2;1";1;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;4;4;4;5;4;4;;;;;;;;;4;4;4;4;5;5;;;;"1;8";3;4;4;3;3;4;3;3;3;3;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;5;4;5;4;3;2;;;;;;;;;2;4;3;4;4;4;;;;"1;3;8";3;4;4;3;3;4;3;3;5;5;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;26-35 år;4;4;4;4;5;3;;;;;;;;;4;4;4;4;4;5;;;;"2;1;3;8";1;4;4;5;5;4;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;6-10 år;26-35 år;2;3;2;1;4;5;;;;;;;;;2;2;3;1;2;3;;;;1;1;2;2;-1;2;2;-1;2;-1;2;;;;;;;;;;;;;;;;;;2016
Kvinna;1-5 år;26-35 år;4;4;4;4;4;5;;;;;;;;;4;4;4;4;4;4;;;;"2;1";2;4;4;-1;3;4;-1;3;-1;5;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;5;4;4;4;5;1;;;;;;;;;3;3;4;2;3;3;;;;1;3;4;4;5;4;4;5;4;5;4;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;36 år eller äldre;3;4;4;3;4;2;;;;;;;;;3;2;3;3;4;3;;;;"1;4;8";1;3;3;4;4;3;4;4;3;3;;;;;;;;;;;;;;;;;;2016
Kvinna;6-10 år;36 år eller äldre;5;5;5;5;5;2;;;;;;;;;5;4;5;-1;5;4;;;;"3;2;1";1;5;5;1;5;5;1;5;1;5;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;26-35 år;4;4;3;3;4;5;;;;;;;;;3;3;3;3;3;4;;;;"1;3;5;2";2;2;2;2;4;2;2;4;2;3;;;;;;;;;;;;;;;;;;2016
Kvinna;1-5 år;26-35 år;5;5;4;4;5;5;;;;;;;;;3;4;5;4;4;5;;;;"2;8;6";1;4;4;4;5;4;4;5;4;4;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;36 år eller äldre;5;5;5;5;5;5;;;;;;;;;5;5;5;5;5;4;;;;9;4;5;5;5;5;5;5;5;5;3;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;3;4;3;5;5;2;;;;;;;;;4;4;3;4;5;5;;;;"1;8";2;4;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;4;4;4;4;4;4;;;;;;;;;4;4;4;4;4;4;;;;9;4;4;4;-1;3;4;-1;3;-1;-1;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;26-35 år;4;4;3;5;3;3;;;;;;;;;4;4;3;4;3;4;;;;"1;2";1;4;4;-1;4;4;-1;4;-1;4;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;5;5;5;5;5;5;;;;;;;;;4;4;4;4;5;5;;;;2;2;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;3;4;4;4;3;4;;;;;;;;;4;4;4;4;4;4;;;;1;4;3;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;4;4;4;5;3;2;;;;;;;;;2;4;5;4;3;4;;;;"1;2";3;3;3;2;4;3;2;4;2;4;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;4;4;4;4;4;;;;;;;;;3;4;3;4;4;4;;;;"2;1;3;8";1;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;4;5;5;3;5;4;;;;;;;;;4;4;5;4;4;4;;;;9;4;4;4;5;5;4;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;26-35 år;4;5;4;5;4;4;;;;;;;;;3;4;5;4;5;5;;;;"2;1;4;8;5";2;5;5;4;5;5;4;5;3;5;;;;;;;;;;;;;;;;;;2016
Kvinna;1-5 år;36 år eller äldre;5;5;5;5;5;5;;;;;;;;;5;4;4;3;4;5;;;;9;4;5;5;-1;5;5;-1;5;-1;-1;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;5;5;5;4;4;4;;;;;;;;;5;4;4;4;4;3;;;;8;4;4;4;4;5;4;4;5;4;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;5;4;4;5;4;1;;;;;;;;;4;4;4;2;4;4;;;;"1;2;5;3;8";1;4;4;4;4;4;4;4;4;5;;;;;;;;;;;;;;;;;;2016
Kvinna;1-5 år;26-35 år;5;5;5;5;4;5;;;;;;;;;5;5;4;5;5;5;;;;"1;2;6;5";1;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;Mer än 20 år;36 år eller äldre;5;5;5;5;5;4;;;;;;;;;4;4;4;4;4;5;;;;"3;2;1";1;5;5;4;4;5;4;4;5;5;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;4;4;4;5;4;3;;;;;;;;;4;4;4;4;4;4;;;;1;2;4;4;5;5;4;5;5;5;4;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;4;4;5;-1;5;3;;;;;;;;;5;5;5;5;5;5;;;;8;3;4;4;4;5;4;4;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;4;5;4;4;5;4;;;;;;;;;4;4;4;4;4;4;;;;"1;2";2;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;26-35 år;5;5;5;5;5;5;;;;;;;;;5;5;5;5;5;5;;;;1;2;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;Mer än 20 år;36 år eller äldre;5;2;2;3;5;1;;;;;;;;;3;4;4;4;3;4;;;;"2;1;3;5";1;1;1;1;3;1;1;3;5;5;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;25 år eller yngre;4;4;1;2;5;2;;;;;;;;;2;2;2;1;2;2;;;;"5;8;2;1";1;2;2;2;1;2;2;1;3;4;;;;;;;;;;;;;;;;;;2016
Man;Mindre än 1 år;26-35 år;5;4;4;5;4;3;;;;;;;;;4;4;5;5;5;5;;;;"2;1;8;5;4";1;4;4;5;5;4;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;16-20 år;36 år eller äldre;4;3;3;1;4;3;;;;;;;;;1;1;5;1;2;1;;;;"3;5;2;1";2;3;3;-1;3;3;-1;3;-1;3;;;;;;;;;;;;;;;;;;2016
Kvinna;Mer än 20 år;36 år eller äldre;5;5;4;4;4;3;;;;;;;;;4;4;4;4;4;5;;;;1;2;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;4;3;2;3;3;;;;;;;;;4;3;4;3;2;3;;;;"1;8";3;3;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;4;4;3;4;3;;;;;;;;;3;4;4;3;4;3;;;;"2;1;8";2;3;3;4;4;3;4;4;4;3;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;4;4;4;4;3;;;;;;;;;3;5;4;3;4;4;;;;"3;2";3;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;4;4;4;4;5;4;;;;;;;;;4;3;3;3;4;4;;;;1;2;4;4;5;4;4;5;4;4;3;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;25 år eller yngre;5;2;3;5;4;4;;;;;;;;;3;2;4;2;3;5;;;;"7;5;1;2";2;3;3;1;2;3;1;2;4;3;;;;;;;;;;;;;;;;;;2016
Kvinna;11-15 år;26-35 år;4;3;4;4;4;3;;;;;;;;;2;1;4;1;2;1;;;;"8;1;4;3;2";1;3;3;1;2;3;1;2;4;5;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;2;4;2;2;5;3;;;;;;;;;2;2;2;1;1;3;;;;1;2;3;3;3;3;3;3;3;5;5;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;26-35 år;4;3;2;2;3;1;;;;;;;;;2;1;2;2;2;4;;;;"5;1;2";2;3;3;2;2;3;2;2;3;3;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;26-35 år;4;4;4;4;4;4;;;;;;;;;4;4;4;4;4;4;;;;"1;8";1;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;36 år eller äldre;5;4;4;4;4;3;;;;;;;;;4;3;5;4;3;4;;;;1;2;4;4;3;4;4;3;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;5;5;4;5;4;5;;;;;;;;;4;4;3;4;4;4;;;;9;3;4;4;1;4;4;1;4;1;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;4;4;4;4;5;4;;;;;;;;;4;4;3;3;4;5;;;;"1;7;8;5";2;4;4;5;4;4;5;4;4;3;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;5;5;5;4;4;3;;;;;;;;;3;3;4;3;3;3;;;;1;2;4;4;5;4;4;5;4;5;5;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;4;4;4;4;4;;;;;;;;;3;3;4;3;3;4;;;;8;3;4;4;-1;3;4;-1;3;-1;4;;;;;;;;;;;;;;;;;;2016
Man;Mindre än 1 år;26-35 år;4;4;4;3;5;4;;;;;;;;;4;4;3;5;4;5;;;;1;2;4;4;4;4;4;4;4;-1;4;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;5;5;5;5;4;3;;;;;;;;;3;3;3;3;4;4;;;;"1;2";2;4;4;5;5;4;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;26-35 år;4;4;4;3;4;4;;;;;;;;;4;4;4;4;4;4;;;;"2;1";1;4;4;3;5;4;3;5;4;4;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;4;4;5;5;4;5;;;;;;;;;4;4;3;-1;5;4;;;;6;1;4;4;-1;4;4;-1;4;4;4;;;;;;;;;;;;;;;;;;2016
Kvinna;11-15 år;36 år eller äldre;4;4;4;4;5;3;;;;;;;;;3;3;4;3;4;3;;;;"1;2;8";1;4;4;3;4;4;3;4;3;3;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;5;4;4;5;4;;;;;;;;;3;4;3;3;3;3;;;;9;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;4;4;4;4;4;3;;;;;;;;;4;3;4;4;4;4;;;;5;3;4;4;-1;4;4;-1;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;2;3;3;3;4;3;;;;;;;;;2;3;3;2;2;2;;;;"1;3;6;8";2;2;2;1;4;2;1;4;2;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;5;4;3;5;4;4;;;;;;;;;3;5;4;4;3;3;;;;4;1;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Kvinna;Mindre än 1 år;25 år eller yngre;4;5;5;4;4;4;;;;;;;;;4;4;3;4;4;4;;;;"8;1;6;7;5;2";1;4;4;-1;4;4;-1;4;-1;4;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;36 år eller äldre;5;5;5;5;5;5;;;;;;;;;5;5;5;5;5;5;;;;"4;2;1";3;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;4;4;2;3;4;4;;;;;;;;;1;3;4;3;3;1;;;;"1;3;7;8";2;4;4;1;4;4;1;4;1;1;;;;;;;;;;;;;;;;;;2016
Kvinna;6-10 år;36 år eller äldre;4;4;4;4;5;4;;;;;;;;;5;4;4;4;4;4;;;;"2;1";1;5;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;5;5;4;4;5;3;;;;;;;;;2;3;3;3;3;2;;;;4;2;4;4;-1;4;4;-1;4;-1;4;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;5;4;5;3;4;;;;;;;;;5;5;4;4;4;4;;;;"5;1";1;4;4;5;5;4;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;1-5 år;25 år eller yngre;4;5;5;-1;5;4;;;;;;;;;-1;-1;3;1;4;4;;;;"8;1;2;5;7;6";1;4;4;-1;5;4;-1;5;1;4;;;;;;;;;;;;;;;;;;2016
Kvinna;Mer än 20 år;36 år eller äldre;3;3;3;2;4;3;;;;;;;;;2;3;3;3;2;3;;;;5;4;3;3;4;3;3;4;3;4;4;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;4;4;4;3;5;5;;;;;;;;;3;4;4;3;3;3;;;;"2;1";2;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;5;5;4;4;5;5;;;;;;;;;3;5;4;4;5;5;;;;"8;1";2;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;4;4;5;3;4;3;;;;;;;;;3;3;3;3;3;5;;;;"4;2;1";2;4;4;3;4;4;3;4;3;4;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;5;5;5;5;4;5;;;;;;;;;5;5;4;5;4;4;;;;"1;2;3;8";2;5;5;4;5;5;4;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;6-10 år;25 år eller yngre;2;3;3;4;4;1;;;;;;;;;3;2;4;2;3;3;;;;"2;3;1";2;2;2;3;3;2;3;3;5;5;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;4;4;4;3;4;3;;;;;;;;;2;3;3;4;4;3;;;;9;4;4;4;3;4;4;3;4;3;3;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;26-35 år;3;2;2;3;2;2;;;;;;;;;1;1;3;2;1;1;;;;8;3;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;2016
Kvinna;Mer än 20 år;36 år eller äldre;3;4;4;4;4;4;;;;;;;;;4;4;4;4;4;4;;;;1;2;3;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;26-35 år;4;5;4;4;5;5;;;;;;;;;4;4;4;4;4;4;;;;"5;8;1";1;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Kvinna;6-10 år;36 år eller äldre;5;5;5;5;5;4;;;;;;;;;4;4;4;4;3;4;;;;"3;1;2";1;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;5;4;4;4;5;3;;;;;;;;;4;4;3;4;4;4;;;;1;2;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;26-35 år;4;3;4;4;3;2;;;;;;;;;3;3;3;3;3;3;;;;"7;2;1";1;3;3;3;4;3;3;4;3;3;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;3;3;3;2;5;2;;;;;;;;;2;2;4;2;1;2;;;;1;2;2;2;1;3;2;1;3;2;3;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;36 år eller äldre;5;5;5;5;4;5;;;;;;;;;5;5;4;5;5;5;;;;8;3;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;1-5 år;36 år eller äldre;4;4;4;4;4;4;;;;;;;;;-1;4;4;4;4;4;;;;"1;2;5";1;4;4;-1;4;4;-1;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;4;4;4;4;4;;;;;;;;;3;4;4;4;4;4;;;;8;2;4;4;3;4;4;3;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;11-15 år;26-35 år;5;5;5;5;5;5;;;;;;;;;5;-1;5;5;5;5;;;;"1;8;2;3";2;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;11-15 år;36 år eller äldre;4;4;4;4;5;4;;;;;;;;;-1;4;4;-1;-1;4;;;;1;4;4;4;4;-1;4;4;-1;4;4;;;;;;;;;;;;;;;;;;2016
Kvinna;1-5 år;26-35 år;4;4;4;4;3;3;;;;;;;;;5;4;4;4;4;5;;;;"1;5;3;2";2;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Kvinna;1-5 år;26-35 år;3;2;1;4;5;1;;;;;;;;;5;2;4;5;3;3;;;;"7;8;1;2";1;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;2016
Man;6-10 år;36 år eller äldre;4;4;4;4;3;4;;;;;;;;;4;4;4;4;4;4;;;;"5;2";2;4;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;;;;2016
Kvinna;1-5 år;26-35 år;4;5;5;4;5;4;;;;;;;;;3;5;4;4;4;4;;;;"1;2;5;6;7";1;4;4;3;5;4;3;5;2;3;;;;;;;;;;;;;;;;;;2016
Kvinna;Mindre än 1 år;26-35 år;5;5;4;5;5;4;;;;;;;;;4;4;3;4;3;4;;;;"1;2";1;5;5;4;4;5;4;4;4;4;;;;;;;;;;;;;;;;;;2016
Man;16-20 år;36 år eller äldre;4;5;5;4;4;5;;;;;;;;;4;4;4;5;5;5;;;;"1;8;3;2";2;4;4;4;5;4;4;5;4;4;;;;;;;;;;;;;;;;;;2016
Kvinna;Mer än 20 år;36 år eller äldre;5;5;5;5;5;5;;;;;;;;;5;5;5;5;5;5;;;;"2;1";1;5;5;1;5;5;1;5;1;5;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;4;4;3;4;3;4;;;;;;;;;4;4;3;4;4;4;;;;9;4;3;3;1;4;3;1;4;1;4;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;36 år eller äldre;5;5;4;4;4;4;;;;;;;;;4;4;4;5;4;5;;;;"1;2;3";1;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;2016
Man;Mer än 20 år;36 år eller äldre;5;5;5;5;4;3;;;;;;;;;4;4;4;4;4;4;;;;1;3;4;4;4;5;4;4;5;4;5;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;25 år eller yngre;4;5;3;4;5;3;;;;;;;;;2;4;4;4;4;5;;;;"1;2;8";1;3;3;1;4;3;1;4;2;4;;;;;;;;;;;;;;;;;;2016
Man;1-5 år;36 år eller äldre;4;4;4;4;4;4;;;;;;;;;4;4;4;4;4;-1;;;;"8;1;7";1;5;5;3;5;5;3;5;5;5;;;;;;;;;;;;;;;;;;2016
Kvinna;6-10 år;36 år eller äldre;4;4;3;4;4;4;;;;;;;;;3;3;3;3;4;3;;;;"2;1;5";1;4;4;-1;-1;4;-1;-1;-1;-1;;;;;;;;;;;;;;;;;;2016
