;age;sex;t3;t1;t8;t2;t13;l1;;;t6;k3;k1;k2;;k4;;;a1;;;;;;;;;;;;;;;;;;;;;;;;;;;v2;v1;;;;;;;;;t7;t10;t9;t11;;;;y5
2022-08-25 15:44;4;1;5;5;4;5;5;5;5;5;4;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;4;4;3;5;6;5;4
2022-08-25 15:57;2;1;4;4;4;3;3;3;4;4;2;3;4;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;4;4;4;4;6;4;4
2022-08-25 15:58;4;2;4;5;4;5;5;3;5;4;3;3;3;3;3;4;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;3;5;4;4;4;4;4
2022-08-25 16:00;2;2;5;5;4;4;4;3;5;4;2;5;3;4;2;3;6;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;2;3;2;5;4;2
2022-08-25 16:13;3;2;4;4;4;4;4;2;2;2;2;3;3;4;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-08-25 16:15;2;1;4;4;5;4;4;5;5;5;2;4;5;3;4;4;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;6;6;4
2022-08-25 16:21;5;2;4;4;4;4;4;2;4;2;2;3;3;3;2;1;3;5;3;;;;;;;;;;;;;;;2;2;2;3;1;3;;;;;;;2;2;;;;;;;;4;4;4;4;4;4;6;4;3
2022-08-25 16:37;3;1;5;3;4;3;2;2;3;3;2;3;2;4;2;2;2;5;4;;;;;;;;;;;;;;;2;2;2;3;1;2;;;;;;;2;2;;;;;;;;2;3;2;2;2;2;3;3;2
2022-08-25 16:57;3;2;4;4;4;4;4;3;4;4;3;3;3;4;3;4;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;3;3;3;2;6;3;4
2022-08-25 18:38;2;2;5;5;5;4;5;5;5;5;5;5;4;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;3;5;1
2022-08-25 17:06;2;2;4;4;4;3;2;3;4;3;4;3;4;3;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;4;4;5;4;1
2022-08-25 17:27;5;2;5;5;5;5;4;3;3;3;3;3;2;2;1;5;5;5;5;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;2;5;5;1;5;3
2022-08-25 17:40;3;2;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-25 17:56;3;2;4;4;3;4;5;3;4;4;4;3;3;5;3;3;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;4;4;4;4;4;3;2
2022-08-25 18:45;1;2;4;5;5;5;3;5;5;5;5;2;4;5;4;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;6;5;4
2022-08-25 18:16;3;1;5;4;4;5;5;5;5;4;3;4;4;5;4;5;4;4;4;;;;;;;;;;;;;;;1;2;1;3;1;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;6;4;4
2022-08-25 18:34;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-25 20:10;3;1;5;4;4;4;3;3;4;4;2;3;4;4;5;5;4;4;4;;;;;;;;;;;;;;;1;2;1;3;1;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;2;4;2
2022-08-25 20:51;4;2;3;3;3;3;4;3;3;2;4;3;3;4;3;3;2;4;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;3;3;2;6;6;1
2022-08-25 21:24;2;1;4;4;4;3;3;2;2;2;2;3;3;3;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;1;2;;;;;;;2;2;;;;;;;;1;3;3;3;4;4;5;5;1
2022-08-25 21:46;3;2;5;5;4;5;3;2;3;3;2;4;4;3;4;3;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;4;4;3;1
2022-08-25 22:34;4;2;4;4;4;4;5;4;5;5;5;5;4;4;4;4;4;4;2;;;3;;;6;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-08-26 06:22;4;2;4;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;4;4;4;4;4;4;1
2022-08-26 06:18;1;2;3;4;3;3;4;4;4;4;3;3;4;3;3;3;4;4;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;3;4;4;4;1;3;2
2022-08-26 06:22;2;2;4;3;4;4;3;5;5;5;4;3;4;4;4;4;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;4;5;5;5;3;4;4
2022-08-26 06:24;2;1;3;5;3;3;5;2;4;4;4;3;2;4;2;2;3;4;3;;;;;;;;;;;;;;;1;1;1;1;2;1;;2;;;1;1;2;2;;;;;;;;1;3;3;4;5;4;3;4;4
2022-08-26 06:35;4;2;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;;;3;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;6;5;4
2022-08-26 06:35;2;1;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-26 07:05;2;2;4;5;4;4;5;3;5;3;5;4;3;2;4;3;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;3;4;5;5;2;4;2
2022-08-26 07:18;4;1;4;4;4;4;4;3;4;4;4;4;3;5;4;4;4;5;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-26 07:27;3;2;3;3;3;3;1;1;1;1;1;1;1;5;1;1;3;3;2;1;2;3;;;;;;;;;;;;3;3;3;3;1;1;1;2;;;2;;1;1;1;2;;;2;;kunskap om hur man ska gå tillväga och analysera situationen och gå vidare på ett seriöst sätt;3;2;2;2;2;1;3;3;1
2022-08-26 07:26;3;2;5;5;5;4;5;5;5;5;3;5;4;3;4;5;5;5;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-26 07:24;2;2;4;4;2;2;3;2;2;2;1;2;2;4;2;3;3;3;3;;;;;;;;;;;;;;;2;2;1;3;3;2;;;;;;;1;2;;;;;;;;1;3;2;3;3;3;6;3;2
2022-08-26 07:30;4;2;5;5;5;4;4;4;4;4;3;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;3;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;5;5;1
2022-08-26 07:36;3;1;4;3;2;2;5;4;5;6;2;1;1;5;1;1;1;3;1;;;;4;5;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;2;2;3;2;3;6;4
2022-08-26 07:33;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-26 07:53;2;1;4;4;4;3;4;5;5;4;4;3;3;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;4;5;6;4;4
2022-08-26 08:35;4;1;5;5;5;5;4;5;4;5;5;5;5;5;4;4;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-08-26 08:03;2;1;4;4;3;2;3;3;4;3;3;3;4;3;4;4;4;4;4;;;;;;;;;;;;;;;3;3;2;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;3;3;2;2;2
2022-08-26 08:08;4;1;3;3;3;4;4;3;4;4;2;3;2;2;3;3;3;4;5;;;;;;;;;;;;;;;3;3;1;3;3;2;;;;;;;2;2;;;;;;;;3;3;4;4;3;3;6;4;4
2022-08-26 08:17;5;2;4;5;4;4;5;4;5;5;3;4;4;3;3;4;3;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;5;1;4;3
2022-08-26 08:19;5;1;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;1;5;3
2022-08-26 08:31;2;1;5;4;5;5;4;5;5;5;5;5;4;5;5;4;5;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;4;4;4;5;5;1
2022-08-26 08:45;5;2;4;4;4;4;5;3;4;2;3;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;3;3;5;5;1
2022-08-26 09:06;5;1;5;3;4;2;2;2;1;1;2;3;2;5;1;2;2;3;2;;;;;;;7;;;;;;;;1;2;1;3;2;1;;2;;;1;1;2;2;;;;;;;;2;2;2;5;5;5;3;4;4
2022-08-26 08:41;4;2;4;4;4;4;4;4;4;4;4;6;6;6;6;5;6;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;5;5;1
2022-08-26 08:56;5;2;5;5;5;4;5;4;4;5;3;4;4;4;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;5;4;5;5;5;4;4;1
2022-08-26 08:58;2;2;4;4;4;3;4;1;4;3;4;2;2;4;2;3;4;4;4;;;;;;;;;;;;;;;1;2;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;3;4;4;4;5;5;1
2022-08-26 09:01;3;2;4;3;3;4;4;3;6;4;1;3;2;4;2;3;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;3;4;4;3;4;4
2022-08-26 09:22;2;1;5;5;5;4;5;1;4;6;5;6;4;4;2;5;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;4;5;4;6;5;1
2022-08-26 10:04;2;2;5;5;5;4;4;4;4;3;3;5;3;3;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-26 09:34;3;1;5;4;4;3;4;4;5;4;4;4;5;5;4;3;4;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;3;4;4;4;5;5;4
2022-08-26 09:51;4;2;4;4;4;4;4;4;4;4;4;6;6;4;4;6;6;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-26 10:07;4;1;5;2;3;4;2;1;3;2;4;4;3;4;3;2;3;2;3;;;;;;;;;;;;;;;2;2;1;3;1;2;;;;;;;2;2;;;;;;;;2;3;2;4;4;4;4;4;1
2022-08-26 10:31;1;1;5;4;4;5;5;3;3;3;3;3;3;5;3;4;5;3;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;6;6;3;3;6;3;4
2022-08-26 10:30;4;2;4;5;3;4;5;4;4;4;4;4;4;3;3;3;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-26 10:43;2;2;4;4;4;4;4;4;4;4;3;4;4;3;4;3;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;6;3;4
2022-08-26 10:50;4;2;4;4;5;4;5;4;5;4;2;2;3;4;2;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;5;4;4;4;1
2022-08-26 10:57;1;1;5;5;5;4;3;4;5;4;4;5;4;4;4;4;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-26 11:01;3;1;4;5;4;4;4;4;5;5;4;5;4;4;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-26 11:16;4;2;3;3;2;2;4;1;4;3;1;1;1;3;2;3;2;3;3;;;;;;;;;;;;;;;3;3;2;2;3;2;;;;;;;2;2;;;;;;;;2;2;2;2;2;3;6;3;4
2022-08-26 11:20;2;2;4;4;3;3;4;2;2;2;4;4;4;5;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;3;5;1
2022-08-26 11:31;1;2;3;3;3;3;3;4;4;4;3;3;2;3;2;2;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;1;;2;;;2;;2;2;;;;;;;;1;3;3;4;4;3;2;3;2
2022-08-26 11:51;4;2;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-26 11:58;4;2;4;4;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;4;4;4;1
2022-08-26 11:58;5;2;4;4;4;3;4;4;4;4;3;3;3;3;3;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;4;3;4;3;1
2022-08-26 12:09;3;2;5;5;5;4;4;4;5;4;3;3;4;3;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;5;4;1
2022-08-26 12:36;4;2;4;3;4;2;3;3;3;3;2;3;3;3;3;2;4;3;3;;;;;;;;;;;;;;;2;2;2;2;1;1;1;;;;2;;2;2;;;;;;;;3;3;3;3;4;3;2;3;4
2022-08-26 12:42;4;2;3;2;2;1;4;3;3;2;2;2;2;5;2;2;4;4;3;;;;;;;;;;;;;;;3;3;3;3;1;2;;;;;;;2;2;;;;;;;;2;3;2;2;2;3;6;6;2
2022-08-26 12:42;2;1;4;4;4;5;3;3;4;4;3;3;4;4;3;3;4;5;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;3;4;4;4
2022-08-26 12:56;5;1;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;2;;;3;4;5;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;4;5;4
2022-08-26 12:46;2;2;4;2;2;2;4;4;4;3;2;2;3;4;2;3;3;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;2;3;2;2;2;1;4
2022-08-26 12:57;4;2;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-26 13:02;3;2;4;4;4;4;5;4;4;3;4;4;4;4;4;4;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;3;4;4;4;4
2022-08-26 13:13;3;1;5;5;5;4;5;3;5;5;4;4;3;3;3;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;3;5;4
2022-08-26 13:23;2;2;4;4;4;3;4;6;6;6;2;4;4;4;3;3;4;4;3;;;;;;;;;;;;;;;1;2;1;3;1;2;;;;;;;2;3;;;;;;;;2;3;3;4;4;4;5;4;1
2022-08-26 13:35;2;1;3;1;2;1;4;1;2;1;1;2;2;3;2;2;2;2;3;;;;;;;;;;;;;;;2;2;1;2;1;2;;;;;;;2;2;;;;;;;;2;2;2;1;1;1;6;3;2
2022-08-26 13:35;3;2;4;3;2;3;3;2;3;2;2;4;2;3;3;3;1;5;2;1;2;;;;6;7;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;2;3;3;2;1;2;3;2
2022-08-26 14:00;4;2;4;4;4;4;4;4;6;6;4;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-08-26 13:59;1;2;2;3;2;1;4;3;5;5;2;5;3;3;3;2;3;5;3;;;;;;;;;;;;;;;1;3;1;3;1;2;;;;;;;2;2;;;;;;;;1;3;1;4;2;2;1;1;2
2022-08-26 13:58;3;1;5;5;5;5;5;3;5;4;3;5;5;3;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;5;5;1
2022-08-26 14:15;4;2;4;3;3;5;4;1;1;1;3;3;3;1;2;3;3;3;1;;;3;;5;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;3;3;4;3;6;4;4
2022-08-26 14:24;3;1;4;4;5;4;4;2;3;1;4;3;3;4;4;3;3;2;4;;;;;;;;;;;;;;;2;2;2;2;1;2;;;;;;;1;2;;;;;;;;2;3;3;2;3;2;5;4;4
2022-08-26 14:40;5;2;4;4;4;3;5;4;4;4;3;3;3;3;2;2;3;3;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;3;3;2;2;3;6;2;3
2022-08-26 15:10;5;2;5;5;4;5;4;4;4;4;4;4;5;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;4;4;4;6;5;3
2022-08-26 14:58;3;2;4;4;3;2;4;3;3;3;1;2;3;3;3;3;3;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;3;2;4;3;3;3;1
2022-08-26 15:07;2;1;3;3;3;2;3;2;4;4;1;3;3;2;2;3;1;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;3;2;3;3;3;2;3;4
2022-08-26 15:25;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;3;1;1;3;3;3;;;;;;;3;3;;;;;;;;2;4;4;4;4;4;4;4;2
2022-08-26 15:29;3;2;5;5;5;3;3;3;3;3;5;5;3;5;5;3;5;3;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;3;5;5;5;5;1
2022-08-26 15:30;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-26 15:40;4;2;4;4;4;2;4;4;4;4;4;2;3;4;1;4;3;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;4;4;4;4;1
2022-08-26 15:59;1;1;4;3;3;2;4;3;2;2;4;4;4;3;3;3;4;2;3;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;;2;2;;;;;;;;1;3;3;3;3;3;2;2;4
2022-08-26 17:36;1;2;3;3;2;3;4;2;4;4;1;2;2;1;1;1;1;3;3;;;;;;;;;;;;;;;1;2;1;3;2;1;1;;;;1;1;2;2;;;;;;;;1;2;3;2;2;1;3;3;2
2022-08-26 16:19;1;2;2;3;2;3;3;2;3;6;3;2;2;2;2;3;2;3;3;;;;;;;;;;;;;;;1;1;1;3;3;2;;;;;;;2;2;;;;;;;;1;2;2;4;5;5;4;5;4
2022-08-26 16:13;3;2;4;4;4;1;4;4;4;4;2;2;2;4;2;2;3;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;3;2;4;3;4;4;1
2022-08-26 16:14;1;2;5;5;4;4;5;4;5;5;5;4;4;4;4;4;5;4;4;;;;;;;;;;;;;;;1;1;3;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;4;5;2;4;2
2022-08-26 16:20;2;2;2;3;1;4;4;2;2;2;2;3;1;4;1;2;1;2;2;;;3;;5;;7;;;;;;;;3;3;3;3;1;2;;;;;;;2;2;;;;;;;;2;2;2;3;3;2;2;3;2
2022-08-26 16:54;5;2;4;4;4;4;3;2;3;3;4;2;3;4;3;5;4;4;4;;;;;;;;;;;;;;;2;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;3;4;4;1;3;2
2022-08-26 16:53;4;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;3;4;5;;;;;;;;;;2;2;1;2;1;1;1;2;3;4;1;2;1;1;1;2;;;1;2;;1;1;1;1;3;2;4;3;4
2022-08-26 18:23;4;1;5;5;5;4;4;5;5;4;4;4;4;4;4;4;4;4;3;;;;;;;;;;;;;;;2;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;5;1
2022-08-27 10:34;2;2;3;3;4;1;3;1;1;1;5;2;4;4;3;3;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;4;5;3;4;1
2022-08-27 10:49;1;1;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;4;5;5;5;6;5;4
2022-08-27 12:37;6;2;5;5;4;5;5;6;6;6;4;4;4;5;4;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;6;5;5;6;4;3
2022-08-27 14:32;2;2;3;4;4;1;5;3;4;4;2;1;2;4;4;3;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;2;4;4;4;4;1;4;2
2022-08-28 10:38;2;2;3;4;3;3;4;5;5;5;5;3;4;4;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;4;4;3;3;1;3;2
2022-08-28 13:21;2;2;4;4;5;4;4;4;4;4;4;5;4;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-28 17:04;1;2;4;4;4;4;4;5;5;5;2;5;3;5;3;4;5;2;1;1;;3;4;;;7;;;;;;;;1;2;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;5;5;1
2022-08-28 20:13;3;2;5;4;4;4;4;4;5;4;3;4;3;3;4;4;5;3;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;5;4;6;4;4
2022-08-29 06:18;4;2;5;5;5;4;5;5;5;5;3;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-08-29 06:48;4;2;4;4;3;4;3;2;3;3;2;2;3;2;2;2;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;5;2;5;2
2022-08-29 06:58;2;2;5;5;4;5;5;4;5;5;5;2;3;6;6;1;1;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;4;3;5;6;5;6;5;2
2022-08-29 06:59;2;2;4;4;4;3;4;3;4;4;3;4;3;4;4;4;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;4;5;4;4;4;4;4;1
2022-08-29 07:00;4;2;4;4;4;3;2;2;4;3;3;2;4;4;2;3;3;3;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;2;4;4;4;4;4;1
2022-08-29 07:42;2;1;5;5;5;5;5;5;5;5;5;5;3;5;6;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-29 07:09;4;2;4;4;3;4;4;1;1;1;2;3;2;3;3;3;2;3;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;4;4;6;4;4
2022-08-29 07:12;5;1;5;5;5;5;4;5;5;5;6;4;4;5;4;5;6;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-08-29 07:19;2;2;3;2;3;2;5;5;5;5;5;2;2;5;2;2;3;4;4;;;;;;;;;;;;;;;1;1;1;1;3;3;;;;;;;2;2;;;;;;;;1;2;2;2;4;3;2;4;2
2022-08-29 07:21;3;2;4;3;4;3;4;4;4;4;2;3;3;3;3;4;4;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;4;3;4;4;1
2022-08-29 07:22;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-29 07:26;2;1;5;4;4;3;5;3;5;5;4;2;3;2;1;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;3;4;5;5;5;1
2022-08-29 07:29;5;2;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;1;5;3
2022-08-29 07:39;5;2;5;5;5;5;5;4;4;4;3;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-29 07:37;2;2;4;4;5;4;4;4;3;4;4;5;5;4;4;5;5;5;5;;;;;;;;;;;;;;;2;1;1;1;1;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;4;4;1
2022-08-29 07:51;2;2;5;5;5;4;5;4;5;4;4;4;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;5;5;1
2022-08-29 07:53;3;1;5;4;4;4;4;4;5;5;3;5;3;4;5;4;5;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;4;4;4;5;1
